degree,eigenvalue,mean_density
10,10.0,0.0007741935483870968
10,11.0,0.0
10,12.0,0.0
10,13.0,0.0
10,14.0,0.0
10,15.0,0.0
10,16.0,0.0
10,17.0,0.0
10,18.0,0.0
10,19.0,0.0
10,20.0,0.0
10,21.0,0.0
10,22.0,0.0
10,23.0,0.0
10,24.0,0.0
10,25.0,0.0
10,26.0,0.0
10,27.0,0.0
10,28.0,0.0
10,29.0,0.0
10,30.0,0.0
10,31.0,0.0
10,32.0,0.0
10,33.0,0.0
10,34.0,0.0
10,35.0,0.0
10,36.0,0.0
10,37.0,0.0
10,38.0,0.0
10,39.0,0.0
10,40.0,0.0
11,10.0,0.1231372549019608
11,11.0,0.01964903608502224
11,12.0,0.0015513897866839042
11,13.0,0.00043465662126919734
11,14.0,0.0
11,15.0,0.0
11,16.0,0.0
11,17.0,0.0
11,18.0,0.0
11,19.0,0.0
11,20.0,0.0
11,21.0,0.0
11,22.0,0.0
11,23.0,0.0
11,24.0,0.0
11,25.0,0.0
11,26.0,0.0
11,27.0,0.0
11,28.0,0.0
11,29.0,0.0
11,30.0,0.0
11,31.0,0.0
11,32.0,0.0
11,33.0,0.0
11,34.0,0.0
11,35.0,0.0
11,36.0,0.0
11,37.0,0.0
11,38.0,0.0
11,39.0,0.0
11,40.0,0.0
12,10.0,0.05513888888888889
12,11.0,0.14123774509803924
12,12.0,0.07532051282051283
12,13.0,0.023168103448275867
12,14.0,0.001572327044025157
12,15.0,0.0008680555555555555
12,16.0,0.00028153153153153153
12,17.0,0.0005341880341880341
12,18.0,0.0
12,19.0,0.0
12,20.0,0.0
12,21.0,0.0
12,22.0,0.0
12,23.0,0.0
12,24.0,0.0
12,25.0,0.0
12,26.0,0.0
12,27.0,0.0
12,28.0,0.0
12,29.0,0.0
12,30.0,0.0
12,31.0,0.0
12,32.0,0.0
12,33.0,0.0
12,34.0,0.0
12,35.0,0.0
12,36.0,0.0
12,37.0,0.0
12,38.0,0.0
12,39.0,0.0
12,40.0,0.0
13,10.0,0.0011522633744855966
13,11.0,0.04302832244008715
13,12.0,0.10161443494776828
13,13.0,0.09621115368241805
13,14.0,0.026554856743535984
13,15.0,0.017746913580246913
13,16.0,0.00667334000667334
13,17.0,0.0028490028490028487
13,18.0,0.00039824771007566706
13,19.0,0.0033238366571699905
13,20.0,0.0
13,21.0,0.0
13,22.0,0.0
13,23.0,0.0
13,24.0,0.0
13,25.0,0.0
13,26.0,0.0
13,27.0,0.0
13,28.0,0.0
13,29.0,0.0
13,30.0,0.0
13,31.0,0.0
13,32.0,0.0
13,33.0,0.0
13,34.0,0.0
13,35.0,0.0
13,36.0,0.0
13,37.0,0.0
13,38.0,0.0
13,39.0,0.0
13,40.0,0.0
14,10.0,0.0
14,11.0,0.003106876553438277
14,12.0,0.019068255687974
14,13.0,0.06847984458474989
14,14.0,0.10045176720701568
14,15.0,0.045481220657277
14,16.0,0.030833650551960405
14,17.0,0.016251354279523296
14,18.0,0.0018173557473875513
14,19.0,0.00866738894907909
14,20.0,0.007348438456827924
14,21.0,0.0
14,22.0,0.002012072434607646
14,23.0,0.0
14,24.0,0.0
14,25.0,0.0
14,26.0,0.0011737089201877935
14,27.0,0.0
14,28.0,0.0
14,29.0,0.0
14,30.0,0.0
14,31.0,0.0
14,32.0,0.0
14,33.0,0.0
14,34.0,0.0
14,35.0,0.0
14,36.0,0.0
14,37.0,0.0
14,38.0,0.0
14,39.0,0.0
14,40.0,0.0
15,10.0,0.0
15,11.0,0.0008650519031141869
15,12.0,0.003318250377073907
15,13.0,0.025016903313049357
15,14.0,0.05586385497595264
15,15.0,0.07720588235294117
15,16.0,0.08161102278749337
15,17.0,0.02664655605832076
15,18.0,0.018342820999367487
15,19.0,0.023378582202111618
15,20.0,0.014492753623188404
15,21.0,0.0
15,22.0,0.0028011204481792717
15,23.0,0.0010893246187363833
15,24.0,0.0
15,25.0,0.00522875816993464
15,26.0,0.0032679738562091504
15,27.0,0.0032679738562091504
15,28.0,0.0
15,29.0,0.0
15,30.0,0.0
15,31.0,0.00196078431372549
15,32.0,0.0
15,33.0,0.0
15,34.0,0.0
15,35.0,0.0
15,36.0,0.0
15,37.0,0.0
15,38.0,0.0
15,39.0,0.0
15,40.0,0.0
16,10.0,0.0
16,11.0,0.0
16,12.0,0.0013093289689034369
16,13.0,0.004035216434336023
16,14.0,0.03613006824568447
16,15.0,0.07624113475177305
16,16.0,0.07245543415756182
16,17.0,0.05128205128205127
16,18.0,0.03500343170899108
16,19.0,0.05155482815057282
16,20.0,0.03422756706753006
16,21.0,0.005065856129685917
16,22.0,0.0070921985815602835
16,23.0,0.005910165484633569
16,24.0,0.009819967266775777
16,25.0,0.0
16,26.0,0.012411347517730495
16,27.0,0.008865248226950355
16,28.0,0.0
16,29.0,0.0
16,30.0,0.0
16,31.0,0.0
16,32.0,0.0
16,33.0,0.0
16,34.0,0.0
16,35.0,0.0
16,36.0,0.0
16,37.0,0.0
16,38.0,0.0
16,39.0,0.0
16,40.0,0.0
17,10.0,0.0
17,11.0,0.0
17,12.0,0.0
17,13.0,0.0014992503748125937
17,14.0,0.015176374077112387
17,15.0,0.04800724637681159
17,16.0,0.03701527614571093
17,17.0,0.0629877369007804
17,18.0,0.058204768583450216
17,19.0,0.08862876254180602
17,20.0,0.02835538752362949
17,21.0,0.008281573498964804
17,22.0,0.009316770186335402
17,23.0,0.010869565217391304
17,24.0,0.011705685618729098
17,25.0,0.018840579710144925
17,26.0,0.018115942028985508
17,27.0,0.023550724637681163
17,28.0,0.002173913043478261
17,29.0,0.0
17,30.0,0.0
17,31.0,0.002173913043478261
17,32.0,0.004830917874396135
17,33.0,0.0
17,34.0,0.005434782608695652
17,35.0,0.0
17,36.0,0.0
17,37.0,0.0
17,38.0,0.007246376811594203
17,39.0,0.0
17,40.0,0.0
18,10.0,0.0
18,11.0,0.0
18,12.0,0.0
18,13.0,0.0005561735261401557
18,14.0,0.007303712720632989
18,15.0,0.01881720430107527
18,16.0,0.014821272885789013
18,17.0,0.07361455748552521
18,18.0,0.0853277835587929
18,19.0,0.06575682382133995
18,20.0,0.037868162692847124
18,21.0,0.04301075268817204
18,22.0,0.02918586789554531
18,23.0,0.026881720430107527
18,24.0,0.024813895781637712
18,25.0,0.04086021505376344
18,26.0,0.05107526881720429
18,27.0,0.026881720430107527
18,28.0,0.0
18,29.0,0.0
18,30.0,0.0032258064516129032
18,31.0,0.0064516129032258064
18,32.0,0.0
18,33.0,0.0
18,34.0,0.0
18,35.0,0.008064516129032258
18,36.0,0.0
18,37.0,0.0
18,38.0,0.0
18,39.0,0.008064516129032258
18,40.0,0.0
19,10.0,0.0
19,11.0,0.0
19,12.0,0.0
19,13.0,0.0014992503748125937
19,14.0,0.0008203445447087776
19,15.0,0.01539855072463768
19,16.0,0.01292596944770858
19,17.0,0.054626532887402456
19,18.0,0.07152875175315566
19,19.0,0.03678929765886288
19,20.0,0.04725897920604915
19,21.0,0.07453416149068322
19,22.0,0.06832298136645962
19,23.0,0.05555555555555555
19,24.0,0.060200668896321065
19,25.0,0.02898550724637681
19,26.0,0.08695652173913043
19,27.0,0.03260869565217391
19,28.0,0.0
19,29.0,0.0
19,30.0,0.013043478260869565
19,31.0,0.0
19,32.0,0.0
19,33.0,0.0
19,34.0,0.010869565217391304
19,35.0,0.03260869565217391
19,36.0,0.0
19,37.0,0.0
19,38.0,0.0
19,39.0,0.0
19,40.0,0.0
20,10.0,0.0
20,11.0,0.0
20,12.0,0.0
20,13.0,0.0
20,14.0,0.0017152658662092624
20,15.0,0.008522727272727272
20,16.0,0.006142506142506143
20,17.0,0.048951048951048945
20,18.0,0.05718475073313782
20,19.0,0.015734265734265736
20,20.0,0.04940711462450592
20,21.0,0.14069264069264065
20,22.0,0.1147186147186147
20,23.0,0.09848484848484848
20,24.0,0.05944055944055944
20,25.0,0.05454545454545455
20,26.0,0.05303030303030303
20,27.0,0.01893939393939394
20,28.0,0.0
20,29.0,0.0
20,30.0,0.004545454545454545
20,31.0,0.0
20,32.0,0.0
20,33.0,0.00909090909090909
20,34.0,0.011363636363636364
20,35.0,0.0
20,36.0,0.00909090909090909
20,37.0,0.0
20,38.0,0.015151515151515152
20,39.0,0.0
20,40.0,0.030303030303030304
21,10.0,0.0
21,11.0,0.0
21,12.0,0.0
21,13.0,0.0
21,14.0,0.002461033634126333
21,15.0,0.002717391304347826
21,16.0,0.0023501762632197414
21,17.0,0.047937569676700105
21,18.0,0.0364656381486676
21,19.0,0.013377926421404682
21,20.0,0.06427221172022685
21,21.0,0.12215320910973085
21,22.0,0.09316770186335403
21,23.0,0.09178743961352658
21,24.0,0.07357859531772576
21,25.0,0.043478260869565216
21,26.0,0.043478260869565216
21,27.0,0.05434782608695652
21,28.0,0.0
21,29.0,0.0
21,30.0,0.0
21,31.0,0.0
21,32.0,0.004830917874396135
21,33.0,0.017391304347826087
21,34.0,0.005434782608695652
21,35.0,0.0
21,36.0,0.017391304347826087
21,37.0,0.0
21,38.0,0.014492753623188406
21,39.0,0.0
21,40.0,0.0
22,10.0,0.0
22,11.0,0.0
22,12.0,0.0
22,13.0,0.0008210180623973727
22,14.0,0.0
22,15.0,0.000992063492063492
22,16.0,0.007722007722007721
22,17.0,0.03296703296703296
22,18.0,0.016897081413210443
22,19.0,0.014652014652014652
22,20.0,0.09316770186335403
22,21.0,0.12698412698412698
22,22.0,0.09977324263038548
22,23.0,0.09788359788359788
22,24.0,0.12087912087912088
22,25.0,0.050793650793650794
22,26.0,0.023809523809523808
22,27.0,0.05158730158730159
22,28.0,0.019047619047619046
22,29.0,0.010582010582010581
22,30.0,0.0
22,31.0,0.0
22,32.0,0.005291005291005291
22,33.0,0.047619047619047616
22,34.0,0.011904761904761904
22,35.0,0.0
22,36.0,0.019047619047619046
22,37.0,0.19047619047619047
22,38.0,0.0
22,39.0,0.0
22,40.0,0.0
23,10.0,0.0
23,11.0,0.0
23,12.0,0.0
23,13.0,0.0
23,14.0,0.0
23,15.0,0.0
23,16.0,0.0018018018018018018
23,17.0,0.006837606837606838
23,18.0,0.015053763440860216
23,19.0,0.002564102564102564
23,20.0,0.07246376811594202
23,21.0,0.10793650793650793
23,22.0,0.06031746031746031
23,23.0,0.04814814814814815
23,24.0,0.11794871794871795
23,25.0,0.11555555555555555
23,26.0,0.049999999999999996
23,27.0,0.06666666666666667
23,28.0,0.08
23,29.0,0.022222222222222223
23,30.0,0.06000000000000001
23,31.0,0.006666666666666666
23,32.0,0.037037037037037035
23,33.0,0.026666666666666665
23,34.0,0.008333333333333333
23,35.0,0.016666666666666666
23,36.0,0.04
23,37.0,0.13333333333333333
23,38.0,0.044444444444444446
23,39.0,0.03333333333333333
23,40.0,0.0
24,10.0,0.0
24,11.0,0.0
24,12.0,0.0
24,13.0,0.0
24,14.0,0.0
24,15.0,0.0
24,16.0,0.0
24,17.0,0.0019723865877712033
24,18.0,0.007444168734491315
24,19.0,0.0
24,20.0,0.053511705685618735
24,21.0,0.09523809523809523
24,22.0,0.04395604395604395
24,23.0,0.04273504273504274
24,24.0,0.04142011834319527
24,25.0,0.041025641025641026
24,26.0,0.012820512820512822
24,27.0,0.06410256410256411
24,28.0,0.23846153846153845
24,29.0,0.042735042735042736
24,30.0,0.08461538461538462
24,31.0,0.06153846153846154
24,32.0,0.10256410256410257
24,33.0,0.0
24,34.0,0.019230769230769232
24,35.0,0.057692307692307696
24,36.0,0.10769230769230771
24,37.0,0.3076923076923077
24,38.0,0.0
24,39.0,0.019230769230769232
24,40.0,0.05128205128205129
25,10.0,0.0
25,11.0,0.0
25,12.0,0.0
25,13.0,0.0
25,14.0,0.0
25,15.0,0.0
25,16.0,0.0
25,17.0,0.005128205128205128
25,18.0,0.0
25,19.0,0.002564102564102564
25,20.0,0.028985507246376815
25,21.0,0.06349206349206349
25,22.0,0.044444444444444446
25,23.0,0.04814814814814815
25,24.0,0.06153846153846154
25,25.0,0.048888888888888885
25,26.0,0.016666666666666666
25,27.0,0.11666666666666665
25,28.0,0.22000000000000003
25,29.0,0.0962962962962963
25,30.0,0.09333333333333334
25,31.0,0.09333333333333334
25,32.0,0.06666666666666667
25,33.0,0.026666666666666665
25,34.0,0.05
25,35.0,0.03333333333333333
25,36.0,0.09333333333333334
25,37.0,0.2
25,38.0,0.022222222222222223
25,39.0,0.05
25,40.0,0.08888888888888889
26,10.0,0.0
26,11.0,0.0
26,12.0,0.0
26,13.0,0.0
26,14.0,0.0
26,15.0,0.0
26,16.0,0.0
26,17.0,0.0019723865877712033
26,18.0,0.0024813895781637717
26,19.0,0.002958579881656805
26,20.0,0.013377926421404684
26,21.0,0.025641025641025644
26,22.0,0.025641025641025644
26,23.0,0.02991452991452992
26,24.0,0.02366863905325444
26,25.0,0.0358974358974359
26,26.0,0.006410256410256411
26,27.0,0.10256410256410257
26,28.0,0.2538461538461539
26,29.0,0.1623931623931624
26,30.0,0.1
26,31.0,0.16153846153846158
26,32.0,0.05128205128205129
26,33.0,0.0
26,34.0,0.06730769230769232
26,35.0,0.11538461538461539
26,36.0,0.10769230769230771
26,37.0,0.3076923076923077
26,38.0,0.0
26,39.0,0.07692307692307693
26,40.0,0.15384615384615385
27,10.0,0.0
27,11.0,0.0
27,12.0,0.0
27,13.0,0.0
27,14.0,0.0
27,15.0,0.0
27,16.0,0.0
27,17.0,0.004273504273504273
27,18.0,0.0
27,19.0,0.003205128205128205
27,20.0,0.007246376811594202
27,21.0,0.007936507936507936
27,22.0,0.007936507936507936
27,23.0,0.041666666666666664
27,24.0,0.019230769230769232
27,25.0,0.04444444444444444
27,26.0,0.020833333333333332
27,27.0,0.1111111111111111
27,28.0,0.20833333333333334
27,29.0,0.1851851851851852
27,30.0,0.175
27,31.0,0.20833333333333331
27,32.0,0.06481481481481481
27,33.0,0.03333333333333333
27,34.0,0.125
27,35.0,0.125
27,36.0,0.11666666666666667
27,37.0,0.0
27,38.0,0.027777777777777776
27,39.0,0.0625
27,40.0,0.19444444444444445
28,10.0,0.0
28,11.0,0.0
28,12.0,0.0
28,13.0,0.0
28,14.0,0.0
28,15.0,0.004629629629629629
28,16.0,0.0
28,17.0,0.0028490028490028487
28,18.0,0.0
28,19.0,0.004273504273504273
28,20.0,0.004830917874396135
28,21.0,0.015873015873015872
28,22.0,0.010582010582010581
28,23.0,0.024691358024691357
28,24.0,0.017094017094017092
28,25.0,0.02222222222222222
28,26.0,0.027777777777777776
28,27.0,0.06481481481481481
28,28.0,0.16666666666666669
28,29.0,0.14814814814814817
28,30.0,0.13333333333333333
28,31.0,0.14444444444444443
28,32.0,0.1234567901234568
28,33.0,0.08888888888888888
28,34.0,0.12499999999999999
28,35.0,0.25
28,36.0,0.08888888888888888
28,37.0,0.2222222222222222
28,38.0,0.0
28,39.0,0.08333333333333333
28,40.0,0.1851851851851852
29,10.0,0.0
29,11.0,0.0
29,12.0,0.0
29,13.0,0.0
29,14.0,0.0
29,15.0,0.0
29,16.0,0.0
29,17.0,0.002331002331002331
29,18.0,0.0
29,19.0,0.0
29,20.0,0.003952569169960474
29,21.0,0.017316017316017316
29,22.0,0.008658008658008658
29,23.0,0.03535353535353535
29,24.0,0.027972027972027972
29,25.0,0.01818181818181818
29,26.0,0.015151515151515152
29,27.0,0.015151515151515152
29,28.0,0.13636363636363638
29,29.0,0.18181818181818182
29,30.0,0.1909090909090909
29,31.0,0.06363636363636363
29,32.0,0.0707070707070707
29,33.0,0.07272727272727272
29,34.0,0.09090909090909091
29,35.0,0.11363636363636365
29,36.0,0.09090909090909091
29,37.0,0.18181818181818182
29,38.0,0.12121212121212122
29,39.0,0.11363636363636363
29,40.0,0.15151515151515152
30,10.0,0.0
30,11.0,0.0
30,12.0,0.0
30,13.0,0.0
30,14.0,0.0
30,15.0,0.0020833333333333333
30,16.0,0.0
30,17.0,0.0
30,18.0,0.009677419354838712
30,19.0,0.0
30,20.0,0.004347826086956522
30,21.0,0.023809523809523808
30,22.0,0.023809523809523808
30,23.0,0.005555555555555556
30,24.0,0.015384615384615385
30,25.0,0.006666666666666667
30,26.0,0.008333333333333333
30,27.0,0.016666666666666666
30,28.0,0.13000000000000003
30,29.0,0.16666666666666666
30,30.0,0.11000000000000001
30,31.0,0.09
30,32.0,0.14444444444444446
30,33.0,0.08
30,34.0,0.125
30,35.0,0.275
30,36.0,0.06
30,37.0,0.1
30,38.0,0.06666666666666667
30,39.0,0.125
30,40.0,0.10000000000000002
31,10.0,0.0
31,11.0,0.0
31,12.0,0.0
31,13.0,0.0
31,14.0,0.0
31,15.0,0.0
31,16.0,0.0
31,17.0,0.0
31,18.0,0.008064516129032258
31,19.0,0.0
31,20.0,0.0
31,21.0,0.011904761904761904
31,22.0,0.011904761904761904
31,23.0,0.018518518518518517
31,24.0,0.019230769230769232
31,25.0,0.0
31,26.0,0.0
31,27.0,0.020833333333333332
31,28.0,0.09166666666666665
31,29.0,0.17592592592592593
31,30.0,0.175
31,31.0,0.1333333333333333
31,32.0,0.1851851851851852
31,33.0,0.11666666666666667
31,34.0,0.13541666666666666
31,35.0,0.22916666666666669
31,36.0,0.1
31,37.0,0.0
31,38.0,0.08333333333333333
31,39.0,0.08333333333333333
31,40.0,0.1111111111111111
32,10.0,0.0
32,11.0,0.0
32,12.0,0.0
32,13.0,0.0
32,14.0,0.0
32,15.0,0.0
32,16.0,0.0
32,17.0,0.003663003663003663
32,18.0,0.0
32,19.0,0.0
32,20.0,0.018633540372670808
32,21.0,0.0
32,22.0,0.027210884353741496
32,23.0,0.015873015873015872
32,24.0,0.021978021978021976
32,25.0,0.0
32,26.0,0.011904761904761904
32,27.0,0.0
32,28.0,0.12857142857142856
32,29.0,0.1111111111111111
32,30.0,0.12857142857142856
32,31.0,0.11428571428571428
32,32.0,0.15873015873015872
32,33.0,0.11428571428571428
32,34.0,0.08928571428571427
32,35.0,0.2857142857142857
32,36.0,0.02857142857142857
32,37.0,0.0
32,38.0,0.0
32,39.0,0.17857142857142855
32,40.0,0.14285714285714285
33,10.0,0.0
33,11.0,0.0
33,12.0,0.0
33,13.0,0.0
33,14.0,0.0
33,15.0,0.0
33,16.0,0.0
33,17.0,0.0
33,18.0,0.0
33,19.0,0.0
33,20.0,0.026086956521739136
33,21.0,0.0
33,22.0,0.028571428571428574
33,23.0,0.03333333333333334
33,24.0,0.03076923076923077
33,25.0,0.013333333333333334
33,26.0,0.016666666666666666
33,27.0,0.0
33,28.0,0.06000000000000001
33,29.0,0.022222222222222223
33,30.0,0.26
33,31.0,0.13999999999999999
33,32.0,0.044444444444444446
33,33.0,0.16
33,34.0,0.07500000000000001
33,35.0,0.15
33,36.0,0.16
33,37.0,0.2
33,38.0,0.13333333333333333
33,39.0,0.15000000000000002
33,40.0,0.19999999999999998
34,10.0,0.0
34,11.0,0.0
34,12.0,0.0
34,13.0,0.0
34,14.0,0.0
34,15.0,0.0
34,16.0,0.0
34,17.0,0.0
34,18.0,0.0
34,19.0,0.00641025641025641
34,20.0,0.007246376811594202
34,21.0,0.007936507936507936
34,22.0,0.015873015873015872
34,23.0,0.009259259259259259
34,24.0,0.01282051282051282
34,25.0,0.02222222222222222
34,26.0,0.027777777777777776
34,27.0,0.0
34,28.0,0.06666666666666667
34,29.0,0.16666666666666666
34,30.0,0.08333333333333333
34,31.0,0.2
34,32.0,0.12962962962962965
34,33.0,0.16666666666666666
34,34.0,0.0625
34,35.0,0.16666666666666666
34,36.0,0.0
34,37.0,0.0
34,38.0,0.1111111111111111
34,39.0,0.041666666666666664
34,40.0,0.05555555555555555
35,10.0,0.0
35,11.0,0.0
35,12.0,0.0
35,13.0,0.0
35,14.0,0.0
35,15.0,0.0
35,16.0,0.0
35,17.0,0.0
35,18.0,0.008064516129032258
35,19.0,0.0
35,20.0,0.0
35,21.0,0.0
35,22.0,0.047619047619047616
35,23.0,0.013888888888888888
35,24.0,0.019230769230769232
35,25.0,0.016666666666666666
35,26.0,0.020833333333333332
35,27.0,0.0
35,28.0,0.075
35,29.0,0.19444444444444445
35,30.0,0.1
35,31.0,0.1
35,32.0,0.05555555555555555
35,33.0,0.0
35,34.0,0.09375
35,35.0,0.25
35,36.0,0.05
35,37.0,0.0
35,38.0,0.16666666666666666
35,39.0,0.3125
35,40.0,0.0
36,10.0,0.0
36,11.0,0.0
36,12.0,0.0
36,13.0,0.0
36,14.0,0.0
36,15.0,0.0
36,16.0,0.0
36,17.0,0.0
36,18.0,0.0
36,19.0,0.0
36,20.0,0.043478260869565216
36,21.0,0.0
36,22.0,0.0
36,23.0,0.0
36,24.0,0.0
36,25.0,0.06666666666666667
36,26.0,0.0
36,27.0,0.0
36,28.0,0.0
36,29.0,0.2222222222222222
36,30.0,0.0
36,31.0,0.0
36,32.0,0.1111111111111111
36,33.0,0.0
36,34.0,0.125
36,35.0,0.0
36,36.0,0.2
36,37.0,0.0
36,38.0,0.0
36,39.0,0.25
36,40.0,0.0
37,10.0,0.0
37,11.0,0.0
37,12.0,0.0
37,13.0,0.0
37,14.0,0.0
37,15.0,0.0
37,16.0,0.013513513513513514
37,17.0,0.0
37,18.0,0.03225806451612903
37,19.0,0.0
37,20.0,0.0
37,21.0,0.023809523809523808
37,22.0,0.023809523809523808
37,23.0,0.0
37,24.0,0.11538461538461539
37,25.0,0.03333333333333333
37,26.0,0.0
37,27.0,0.0
37,28.0,0.05
37,29.0,0.1111111111111111
37,30.0,0.1
37,31.0,0.2
37,32.0,0.05555555555555555
37,33.0,0.1
37,34.0,0.125
37,35.0,0.0
37,36.0,0.1
37,37.0,0.0
37,38.0,0.0
37,39.0,0.125
37,40.0,0.0
38,10.0,0.0
38,11.0,0.0
38,12.0,0.0
38,13.0,0.0
38,14.0,0.0
38,15.0,0.0
38,16.0,0.009009009009009009
38,17.0,0.008547008547008546
38,18.0,0.01075268817204301
38,19.0,0.0
38,20.0,0.0
38,21.0,0.015873015873015872
38,22.0,0.0
38,23.0,0.018518518518518517
38,24.0,0.02564102564102564
38,25.0,0.04444444444444444
38,26.0,0.0
38,27.0,0.0
38,28.0,0.06666666666666667
38,29.0,0.1111111111111111
38,30.0,0.13333333333333333
38,31.0,0.06666666666666667
38,32.0,0.18518518518518517
38,33.0,0.2
38,34.0,0.16666666666666666
38,35.0,0.0
38,36.0,0.06666666666666667
38,37.0,0.0
38,38.0,0.0
38,39.0,0.08333333333333333
38,40.0,0.3333333333333333
39,10.0,0.0
39,11.0,0.0
39,12.0,0.0
39,13.0,0.0
39,14.0,0.0
39,15.0,0.0
39,16.0,0.005405405405405406
39,17.0,0.0
39,18.0,0.0
39,19.0,0.007692307692307693
39,20.0,0.008695652173913044
39,21.0,0.009523809523809525
39,22.0,0.009523809523809525
39,23.0,0.011111111111111112
39,24.0,0.0
39,25.0,0.0
39,26.0,0.03333333333333333
39,27.0,0.0
39,28.0,0.02
39,29.0,0.08888888888888889
39,30.0,0.1
39,31.0,0.18
39,32.0,0.044444444444444446
39,33.0,0.16
39,34.0,0.1
39,35.0,0.1
39,36.0,0.12000000000000002
39,37.0,0.0
39,38.0,0.06666666666666667
39,39.0,0.15000000000000002
39,40.0,0.20000000000000004
40,10.0,0.0
40,11.0,0.0
40,12.0,0.0
40,13.0,0.0
40,14.0,0.0
40,15.0,0.0
40,16.0,0.006756756756756757
40,17.0,0.0
40,18.0,0.0
40,19.0,0.0
40,20.0,0.0
40,21.0,0.0
40,22.0,0.03571428571428571
40,23.0,0.027777777777777776
40,24.0,0.019230769230769232
40,25.0,0.0
40,26.0,0.020833333333333332
40,27.0,0.0
40,28.0,0.05
40,29.0,0.19444444444444445
40,30.0,0.125
40,31.0,0.075
40,32.0,0.027777777777777776
40,33.0,0.05
40,34.0,0.125
40,35.0,0.0
40,36.0,0.0
40,37.0,0.25
40,38.0,0.25
40,39.0,0.125
40,40.0,0.08333333333333333
