node_ID,node_label,longitude,latitude
1,Cirma,27.530119499999785,56.53501549999984
2,Taudejani,27.45378599999978,56.53202649999983
3,Ludza,27.721120499999785,56.53303149999982
4,Garupe,24.24542599999978,57.11406249999985
5,Garciems,24.206061499999777,57.10195149999984
6,Gauja,24.287785999999784,57.14102049999983
7,Kalngale,24.15135049999978,57.08595799999984
8,Vejini,27.031202999999778,57.35865549999983
9,Umernieki,27.007860499999765,57.32117149999985
10,Aluksne,27.04548699999978,57.41182849999984
11,Kudraine,26.59090449999977,55.95579549999982
12,Zalumi,26.628296499999777,55.99329849999984
13,Daugavpils Skirosanas parks,26.54055649999978,55.90550749999983
14,Krauja,26.633553999999776,55.90742199999983
15,Medupe,26.67598099999978,56.03579849999983
16,Jaungulbene,26.601774999999776,57.06886749999984
17,Dzelzava,26.427340999999785,56.98893349999983
18,Elste,26.69754549999976,57.10263199999983
19,Marciena,26.09662199999977,56.77173849999983
20,Kalsnava,26.01771949999977,56.73300299999983
21,Madona,26.221048999999766,56.85102849999984
22,Penkule,23.17714799999979,56.502264999999824
23,Apgulde,23.246399999999767,56.52926449999984
24,Bene,23.06959999999978,56.48039649999984
25,Auri,23.303803499999788,56.54832399999984
26,Stende,22.538730499999787,57.14354399999985
27,Sabile,22.65177099999977,57.13150399999984
28,Lici,22.419943999999788,57.17839899999984
29,Ozolnieki,23.80678899999978,56.68626499999985
30,Dalbe,23.873035999999782,56.74190799999983
31,Jelgava 2,23.755228999999787,56.65081849999984
32,Jersika,26.211059999999776,56.25452849999985
33,Nicgale,26.37193199999976,56.13491849999983
34,Livani,26.18089299999977,56.35031649999985
35,Vabole,26.45788399999978,56.04000749999983
36,Zalite,24.085515499999783,56.641437499999824
37,Garoza,23.94970549999977,56.65055649999982
38,Iecava,24.234472499999782,56.62882299999984
39,Alotene,25.57382549999977,56.63406299999983
40,Plavinas,25.71673399999977,56.61718749999983
41,Koknese,25.44020199999977,56.65074899999985
42,Ozolsala,25.78972799999977,56.58327549999984
43,Spigana,25.82544649999977,56.66137049999983
44,Saulkalne,24.43741249999977,56.85002699999984
45,Salaspils,24.35189749999978,56.86051099999983
46,Ikskile,24.505553499999763,56.83993049999984
47,Darzini,24.289737499999774,56.86910549999985
48,Dorupe,23.53044999999977,56.60583649999984
49,Viesturi,23.58470999999977,56.61491549999983
50,Gluda,23.49496549999978,56.59962649999983
51,50.km.,23.631945499999773,56.62257449999984
52,Seda,25.749832999999768,57.64381849999984
53,Strenci,25.69935049999978,57.63378199999983
54,Saule,25.89272949999977,57.69352799999984
55,Ligatne,25.023356999999777,57.18419199999983
56,Ieriki,25.17356399999977,57.19994599999984
57,Sigulda,24.85430249999976,57.15251149999983
58,Melturi,25.23380899999978,57.20751249999984
59,Mezare,26.25140849999977,56.54187199999984
60,Atasiene,26.40741099999977,56.53013649999983
61,Kukas,26.05532649999978,56.54040649999985
62,Stirniene,26.638919499999787,56.56440949999984
63,Araisi,25.300559499999764,57.23731399999983
64,Cesis,25.282156999999785,57.31303149999982
65,Rumbula,24.25337649999977,56.88307499999985
66,Brenguli,25.55804299999977,57.558576499999845
67,Valmiera,25.440509499999763,57.52194749999984
68,Silciems,24.78719149999978,57.12507149999985
69,Eglupe,24.743203999999764,57.10813299999984
70,Lugazi,26.00164299999977,57.75355649999983
71,Alande,21.115061999999767,56.52511199999984
72,Liepaja,21.017007999999777,56.52461199999985
73,Tore,21.2530989999998,56.531029999999845
74,Jelgava,23.722958499999777,56.63611849999984
75,Rezekne-2,27.34434449999977,56.520155499999845
76,Saldus,22.471475999999768,56.68586049999985
77,Broceni,22.570083499999782,56.69345649999983
78,Lasupe,22.286828499999785,56.70522449999984
79,Istalsna,27.82885949999977,56.48239949999984
80,Nerza,27.958057999999767,56.43119299999984
81,Brigi,28.052239499999786,56.41489499999983
82,Bale,25.441437999999778,57.45902749999985
83,Kandava,22.819196499999777,57.08308199999985
84,Ligciems,22.74284949999977,57.10199099999983
85,Pure,22.896143999999765,57.06230649999984
86,Krustpils,25.85976599999978,56.520628499999845
87,Jaunolaine,23.98401649999977,56.80657299999984
88,Balozi,24.047822499999768,56.84485399999983
89,Olaine,23.94681849999978,56.78682799999984
90,Tiraine,24.07150699999977,56.88689449999984
91,Burzava,27.34434749999977,56.58597099999983
92,Karsava,27.694490499999773,56.81557249999983
93,Jumprava,24.96899099999976,56.679377499999845
94,Kaibala,24.888369499999783,56.70319649999985
95,Dendrarijs,25.03716149999977,56.66019099999983
96,Lielvarde,24.808362999999787,56.722086999999846
97,Blidene,22.689083499999786,56.70037449999984
98,Josta,22.855373999999784,56.69209299999983
99,Zilupe,28.117095999999776,56.39179149999984
100,Krimunas,23.382011999999776,56.56778799999984
101,Dobele,23.284553999999787,56.62923899999984
102,Izvalda,26.938729999999765,55.93900949999983
103,Putani,26.84359349999977,55.93909849999983
104,Silava,27.01328049999978,55.93233249999983
105,Daugava,25.71956949999978,56.53786849999983
106,Mezciems,26.484933999999782,55.91622149999984
107,Liksna,26.45235099999977,55.99807449999983
108,Ilukste,26.230329499999783,55.94164399999983
109,Naujene,26.752213499999783,55.934341499999846
110,Rezekne 1,27.314026499999784,56.501771999999846
111,Malta,27.152724499999778,56.35770399999984
112,Ugale,22.012476499999764,57.28192099999984
113,Puze,21.932283999999783,57.30841749999985
114,Usma,22.171036999999785,57.250294999999824
115,Lode,25.413120499999764,57.38736749999984
116,Viski,26.73735149999976,56.08210299999985
117,Incukalns,24.68733249999977,57.09682049999984
118,"Ventspils 1 ""A"" parks",21.615748999999767,57.39511949999982
119,Ventspils Juras parks,21.583891999999764,57.41008799999983
120,Varaklani,26.76655999999977,56.56046499999982
121,Vilani,26.93486649999977,56.56119199999984
122,Skriveri,25.124568499999786,56.64667849999984
123,Janmuiza,25.33993799999976,57.34390399999984
124,Ogre,24.582499999999783,56.82168199999984
125,Parogre,24.61651299999977,56.80839449999985
126,Trepe,26.07569799999976,56.43863199999984
127,Vangazi,24.58852599999977,57.07869549999984
128,Krievupe,24.506843999999774,57.06386749999984
129,Sakstagals,27.14939149999978,56.53731299999984
130,Daugavpils Pasazieru parks,26.52803499999976,55.87532899999982
131,Spare,22.26518249999978,57.21498149999982
132,Milzkalne,23.232782499999782,56.97013699999982
133,Smarde,23.336220999999767,56.955313499999846
134,Tukums-1,23.171073999999777,56.96588899999984
135,Ropazi,24.41345549999977,57.04678749999982
136,Paparde,26.97286699999978,57.29142149999984
137,Kalniena,26.93908899999977,57.25935899999985
138,Stameriene,26.882155499999783,57.23590649999983
139,Kemeri,23.48887099999979,56.93838799999983
140,Kudra,23.544201499999787,56.92863649999984
141,Sloka,23.618664499999767,56.94732199999984
142,Lielupe,23.85208449999976,56.98105599999983
143,Dzintari,23.82546899999977,56.974470999999824
144,Priedaine,23.887134999999773,56.97180799999984
145,Vaivari,23.668552499999777,56.954871999999824
146,Pumpuri,23.73696899999979,56.96000499999983
147,Lilaste,24.335196499999768,57.18153549999983
148,Majori,23.795395999999783,56.97209149999984
149,Zvejniekciems,24.44235449999977,57.30640499999984
150,Saulkrasti,24.426886499999767,57.26922649999983
151,Jaunkalsnava,25.97811349999978,56.68714899999984
152,Gulbene,26.76574299999976,57.18300749999983
153,Ventspils Austrumu parks,21.64110799999977,57.42048749999984
154,Ventspils-2,21.67002549999978,57.38434899999984
155,Ziemelblazma,24.113208499999786,57.03633449999984
156,Vecdaugava,24.10668149999978,57.06871449999983
157,Sarkandaugava,24.126818499999786,56.99993849999984
158,Purini,26.83616349999977,57.21948999999984
159,Birze,26.80153499999977,57.20220599999985
160,Pabazi,24.402462499999785,57.23591399999984
161,Zolitude,24.02259799999979,56.94894849999983
162,Imanta,23.97387249999977,56.95296899999983
163,Zasulauks,24.05332199999978,56.93938549999984
164,Cesvaine,26.331426999999763,56.95773049999983
165,Babite,23.95301149999977,56.95738049999983
166,Tukums-2,23.11750399999977,56.95976099999984
167,Zemitani,24.157302999999786,56.96630899999983
168,Renge,22.64064099999979,56.38201149999984
169,Vadakste,22.717273999999776,56.39444649999984
170,Auce,22.895131499999763,56.46007099999983
171,Griva,26.48886699999977,55.85287649999984
172,Kurcums,26.48093499999976,55.75858149999985
173,Tornakalns,24.08860299999978,56.93239299999985
174,Tadaiki,21.36538549999977,56.54902749999982
175,Durbe,21.414466499999776,56.55886299999983
176,Taurkalne,24.92910299999977,56.56223299999985
177,256.km,25.174748999999764,56.52094799999984
178,Goba,24.73431649999977,56.58121249999982
179,Daudzeva,25.244840499999786,56.50863099999984
180,Selpils,25.61377799999977,56.52600499999983
181,Sece,25.36898149999976,56.510203999999845
182,Vecumnieki,24.53739549999977,56.590771999999845
183,Padone,21.460246999999782,56.56411749999984
184,210.km,24.439336999999767,56.58509149999984
185,Aglona,26.89151599999977,56.17883199999983
186,Apsani,26.939068499999763,56.21026349999983
187,Ardava,26.84634399999976,56.14872249999985
188,Zalvezers,26.977671999999785,56.23562749999985
189,Viganti,26.807977499999765,56.12428299999985
190,Vainava,27.089231499999784,56.30318099999983
191,Sieksate,21.931270499999783,56.68186699999984
192,Skrunda,22.012194999999764,56.68061149999983
193,Kalvene,21.693569499999768,56.62086399999984
194,Ilmaja,21.552178999999768,56.57522299999982
195,Pravini,23.23554249999978,56.89141349999983
196,Slampe,23.290723999999784,56.84406649999983
197,Elkskene,21.77898399999978,57.35448199999985
198,Dzukste,23.334087499999782,56.80793499999984
199,Apsupe,23.374089999999768,56.77615849999984
200,Livberze,23.464111999999773,56.70250449999983
201,Misa,24.39401799999979,56.59174349999984
202,Biksti,22.98082799999977,56.69223349999984
203,Berzupe,23.108881999999767,56.69039749999985
204,Kraslava,27.14331599999977,55.92612299999985
205,Eglaine,26.13016499999977,55.94969899999984
206,Skaista,27.330002999999778,55.92164649999984
207,Niedrica,27.43496599999977,55.91294099999985
208,Zvare,23.001560499999783,57.01876449999983
209,Brakski,23.53855249999978,56.66136199999983
210,Riga pasazieru,24.11978099999976,56.94635699999984
211,Jugla,24.23452949999978,56.99217349999984
212,Vagonu parks,24.17555249999978,56.92712199999983
213,Baltezers,24.32706699999977,57.01946349999983
214,Kegums,24.72754449999977,56.74238849999984
215,Skirotava,24.210520999999773,56.904633999999845
